グレー,丸ぼうろ
ブラック,丸ぼうろ
レッド,炭酸飲料
イエロー,ババロア
グリーン,バイク
パープル,映画館の前売り券
ブルー,リゾット
シルバー,ビジネス書
オレンジ,ブラウンシュガー
ホワイト,ペットフード
ゴールド,山菜料理
ピンク,封筒
シルバー,和風ドレッシング
グリーン,ビニール袋
ブラック,卒業アルバム
ブルー,ボストンバッグ
パープル,バニラアイス
レッド,本棚
ピンク,ティースプーン
ゴールド,ネームプレート
グレー,らっきょう
イエロー,豆乳
ホワイト,ビーフカレー
オレンジ,ロングブーツ
グリーン,カーディガン
ホワイト,レポート用紙
パープル,シャープペンの芯
グレー,新作のコスメ
オレンジ,貯金箱
ピンク,デニムのスカート
シルバー,ヘアアイロン
ブルー,テニスラケット
ブラック,電子レンジ
ゴールド,メッセージカード
イエロー,アップルジュース
レッド,リュックサック
ブルー,健康サンダル
グレー,チョコワッフル
ゴールド,シーザーサラダ
オレンジ,ハイヒール
ブラック,のり巻き
イエロー,カップラーメン
レッド,肉まん
パープル,パイプ椅子
シルバー,手帳
ピンク,ブレスレット
グリーン,目玉焼き
ホワイト,バナナ
パープル,グァバジュース
オレンジ,トースト
イエロー,マスカラ
レッド,お香
ブルー,サンドウィッチ
ブラック,ワンピース
ゴールド,ガムテープ
ホワイト,七味唐辛子
グリーン,アイスキャンディー
グレー,トマト
シルバー,カスタードクリーム
ピンク,紙ナプキン
レッド,ヘアピン
イエロー,マグカップ
ホワイト,抱き枕
グリーン,料理のレシピ本
グレー,ポスター
ゴールド,芳香剤
パープル,クリアファイル
シルバー,洋画のDVD
ピンク,キッチンタイマー
ブルー,オニオンスープ
ブラック,爪切り
オレンジ,知恵の輪
ブラック,クラシック音楽のCD
レッド,ホットミルク
ピンク,パールのアクセサリー
ホワイト,ショルダーバッグ
シルバー,ミシン
パープル,イヤリング
イエロー,ホワイトチョコレート
グリーン,圧力鍋
ゴールド,カセットコンロ
オレンジ,マウスパッド
グレー,玄米
ブルー,スニーカー
ピンク,ロングスカート
グリーン,ペンケース
ブルー,有名人の本
シルバー,アップルパイ
ホワイト,風景画
グレー,古着屋で買ったもの
ブラック,マドラー
オレンジ,握り寿司
レッド,中華風サラダ
イエロー,土鍋
パープル,星型のアクセサリー
ゴールド,キャベツ
パープル,炊飯器
ブルー,マーマレード
オレンジ,記念切手
ブラック,マッサージクリーム
イエロー,マフラー
ゴールド,バスローブ
グリーン,万年筆
レッド,ブラウス
ホワイト,腕時計
シルバー,ティラミス
ピンク,カーテン
グレー,野菜ジュース
ゴールド,名刺ケース
オレンジ,紙コップ
シルバー,地域の名産品
ホワイト,親子丼
グレー,香水
グリーン,ドライフルーツ
ピンク,炭酸飲料
パープル,掃除機
ブラック,写真集
ブルー,玄関マット
イエロー,熱帯魚
レッド,旅行のパンフレット
パープル,カレンダー
ピンク,バニラアイス
イエロー,ココナッツ
オレンジ,マスク
ブラック,マニキュア
シルバー,カフェラテ
ブルー,手巻き寿司
ゴールド,海辺の写真
レッド,小銭入れ
グリーン,さくらんぼ
ホワイト,ピアノ
グレー,ぞうきん
ゴールド,グリーンピース
グリーン,ティッシュペーパー
ブルー,キッシュ
ホワイト,幕の内弁当
オレンジ,ホットミルク
ブラック,テニスボール
イエロー,ボストンバッグ
グレー,メイクポーチ
シルバー,ロングスカート
レッド,明太子パスタ
パープル,クリームシチュー
ピンク,どら焼き
グリーン,フルーツパフェ
オレンジ,革のベルト
ホワイト,コットン
ゴールド,はちみつ
イエロー,納豆パスタ
グレー,中華風スープ
レッド,ビニールテープ
ブルー,豆乳
パープル,DVDプレイヤー
ピンク,旅行のガイドブック
シルバー,こしょう
ブラック,冷蔵庫
グレー,ゴム手袋
ホワイト,写真週刊誌
ピンク,折りたたみ傘
シルバー,せっけん
ブルー,花瓶
レッド,コルクボード
パープル,歯磨き粉
オレンジ,マスタード
イエロー,毛布
ブラック,フライドチキン
ゴールド,ポークカレー
グリーン,豚汁
ブルー,日記帳
シルバー,ハムサンド
グレー,オムライス
ピンク,蛍光灯
ゴールド,サプリメント
ホワイト,コーヒーカップ
ブラック,ちりとり
イエロー,恋愛小説
オレンジ,パーカー
パープル,キッチンタイマー
グリーン,クリップ
レッド,口紅
シルバー,二つ折りの財布
ゴールド,ストロベリータルト
オレンジ,ピンキーリング
パープル,ガーリックトースト
グレー,ドライヤー
ブラック,爪切り
ホワイト,ピクルス
レッド,栄養ドリンク
ピンク,カルボナーラ
グリーン,ヘルスメーター
イエロー,ランニングシューズ
ブルー,ロッカーのカギ
ゴールド,紙袋
イエロー,邦画のDVD
レッド,タンス
グレー,カツ丼
ブラック,赤いペン
ピンク,シーザーサラダ
グリーン,ロールキャベツ
オレンジ,耳あて
パープル,デスクランプ
ブルー,ダイエットフード
シルバー,靴ひも
ホワイト,掃除グッズ
ピンク,プーアル茶
ホワイト,フレンチトースト
ゴールド,チキンドリア
イエロー,イヤリング
グリーン,麻婆豆腐
レッド,スプーン
パープル,地球儀
グレー,コンパス
ブルー,ミントガム
オレンジ,アイロン
ブラック,コーンサラダ
シルバー,ホットドッグ
ホワイト,スプリングコート
ゴールド,カツサンド
ブラック,ランチボックス
ブルー,納豆巻き
パープル,インスタントコーヒー
グリーン,チェック柄のスカート
シルバー,ティラミス
イエロー,カラーボックス
グレー,スケジュール帳
ピンク,ウェットティッシュ
レッド,野菜スティック
オレンジ,エナメルの靴
オレンジ,マグカップ
グリーン,万歩計
グレー,スクランブルエッグ
レッド,カチューシャ
ブルー,デニッシュ
ホワイト,ケチャップ
ブラック,イヤフォン
パープル,メロンパン
ゴールド,新しいシーツ
シルバー,保湿クリーム
ピンク,ロシアンティー
イエロー,きれいな色のグラス
ブラック,スマートフォン
ピンク,スリッパ
ホワイト,生クリーム
グリーン,アロマオイル
レッド,ランプスタンド
グレー,バナナ
イエロー,レースの小物
オレンジ,新しいノート
シルバー,キムチ鍋
ブルー,フライドポテト
パープル,ヘアブラシ
ゴールド,カニクリームコロッケ
レッド,きつねうどん
グレー,ストロベリージャム
グリーン,ハンバーガー
ホワイト,新しいスマホケース
イエロー,コイン
パープル,ソーイングセット
ピンク,洗顔料
ゴールド,焼き鳥
ブルー,手鏡
ブラック,スウェット
オレンジ,シャワーカーテン
シルバー,壁かけ時計
ブルー,ロールケーキ
レッド,ゴミ袋
パープル,はんこ
ゴールド,ペットフード
ピンク,メッセージカード
イエロー,大きな鏡
オレンジ,革靴
シルバー,ヨーグルト
ブラック,リゾット
グレー,デスクトップパソコン
グリーン,湯豆腐
ホワイト,料理のレシピ本
オレンジ,チョコワッフル
ブラック,ビーフシチュー
レッド,好きな週刊誌
グレー,フレンチドレッシング
シルバー,古いノート
ブルー,ババロア
グリーン,テレビのリモコン
イエロー,カーディガン
ゴールド,キムチ
ホワイト,春野菜のスープ
ピンク,靴べら
パープル,腕時計
イエロー,和風ドレッシング
ホワイト,ピーナッツバター
パープル,キャミソール
ゴールド,商品券
ブルー,ファンデーション
シルバー,段ボール
ブラック,フローラル系の香水
レッド,シーフードピザ
グリーン,預金通帳
ピンク,レターセット
オレンジ,ワイングラス
グレー,ストロー
ブルー,白米
パープル,スーパーのチラシ
ゴールド,ロコモコ
グレー,レモンスカッシュ
ブラック,ウールの小物
イエロー,大根おろし
オレンジ,タイツ
シルバー,アーモンド
レッド,ソファーベッド
グリーン,エッセイ集
ホワイト,ネイルシール
ピンク,ナポリタン
ホワイト,Tシャツ
シルバー,チョコレートクッキー
グリーン,緑茶
ブルー,グルメ情報誌
グレー,クラッカー
レッド,リモコン
イエロー,充電器
パープル,封筒
ピンク,ハイソックス
オレンジ,地球儀
ゴールド,革の財布
ブラック,白いシャツ
ピンク,キーホルダー
ゴールド,大型テレビ
グレー,クッション
オレンジ,ホットカフェオレ
レッド,デニムスカート
パープル,ウインナー
ブルー,朝刊
イエロー,サボテン
ブラック,アイスティー
ホワイト,リップクリーム
シルバー,海老のてんぷら
グリーン,エコバッグ
グレー,ハンガー
グリーン,マウスパッド
ブルー,白米
イエロー,地図帳
ホワイト,ピアノの楽譜
ブラック,ハイヒール
ゴールド,みたらしだんご
オレンジ,電卓
パープル,友達からもらったもの
シルバー,明るい色のカットソー
ピンク,クロワッサン
レッド,風船
オレンジ,化粧ポーチ
イエロー,名刺ケース
シルバー,手鏡
レッド,オリーブオイル
ブラック,レモン
ホワイト,カップケーキ
グレー,加湿器
ピンク,ノートパソコン
グリーン,クーポン券
ゴールド,チーズケーキ
パープル,しおり
ブルー,スニーカー
レッド,クッション
シルバー,ボールペン
ゴールド,電子レンジ
ブラック,ハンドバッグ
ピンク,家計簿
グリーン,アイドルのポスター
オレンジ,ジャズのCD
パープル,化粧水
ブルー,デジタルカメラ
イエロー,ヘアピン
グレー,炭酸飲料
ホワイト,ホットココア
ゴールド,メンバーズカード
ブラック,写真立て
ピンク,砂時計
グレー,メンチカツ
レッド,長靴
パープル,お気に入りのハンカチ
グリーン,自転車のカギ
ブルー,納豆
オレンジ,ハンドタオル
ホワイト,ヘッドフォン
イエロー,折りたたみの傘
シルバー,レシート
ブラック,フランスパン
レッド,だてめがね
ホワイト,貝殻
イエロー,ドレッシング
グリーン,貯金箱
シルバー,トースター
パープル,ブーツ
グレー,電気ケトル
ピンク,ガラスの食器
ゴールド,流行のスウィーツ
ブルー,ガムシロップ
オレンジ,詩集
グレー,鉛筆削り
ピンク,ガラス細工の小物
オレンジ,少女マンガ
パープル,モンブランケーキ
ホワイト,花柄のシャツ
ブラック,オムレツ
ブルー,テディーベア
ゴールド,こしょう
シルバー,抱き枕
グリーン,チキンカレー
レッド,古い時計
イエロー,ヘアワックス
ホワイト,フォーク
パープル,パジャマ
ブラック,柑橘系の香水
オレンジ,チーズバーガー
グレー,エクレア
イエロー,クリアファイル
レッド,幼い頃の写真
シルバー,ベストセラー小説
ブルー,マグカップ
ピンク,ミルクティー
グリーン,マッサージチェアー
ゴールド,家族からもらったもの
グリーン,ほうじ茶
オレンジ,生け花
レッド,マウス
ゴールド,リサイクル用品
パープル,はし置き
ピンク,木製の置物
イエロー,領収書
ブルー,コンディショナー
ブラック,コピー機
グレー,ミントの葉っぱ
ホワイト,ポークソテー
シルバー,ショートケーキ
パープル,ココナッツ
グリーン,茶碗蒸し
ブルー,お気に入りのバッグ
シルバー,サングラス
イエロー,口紅
オレンジ,読書カバー
ピンク,カスタードプリン
ブラック,ストール
グレー,カーペット
レッド,バスタオル
ゴールド,ジャスミンティー
ホワイト,ビニールシート
レッド,ネックレス
ピンク,オレンジジュース
オレンジ,ビーフカレー
イエロー,ショートブーツ
ブルー,タンブラー
グリーン,芳香剤
シルバー,入浴剤
ゴールド,ブルーレイプレイヤー
ホワイト,抹茶アイス
ブラック,白いハンカチ
グレー,キャベツ
パープル,絵ハガキ
ブラック,スケジュール帳
レッド,ソックス
シルバー,けんちん汁
イエロー,マシュマロ
グリーン,みたらし団子
オレンジ,コーヒータンブラー
ゴールド,スマホの充電器
ブルー,フォトフレーム
ホワイト,健康サンダル
パープル,腕時計
グレー,せんべい
ピンク,ピアノ
ゴールド,ホワイトチョコレート
グレー,豆大福
レッド,デジタル時計
グリーン,カップラーメン
ピンク,ドライフルーツ
シルバー,豚の生姜焼き
パープル,恋愛小説
ブラック,観光雑誌
オレンジ,アロマオイル
ホワイト,ヘアアイロン
ブルー,ソーイングセット
イエロー,朝刊
レッド,修正テープ
ホワイト,革のベルト
イエロー,携帯電話
ブラック,ガラス食器
グレー,ハイソックス
ブルー,ブランド物の家具
グリーン,ファッション誌
ピンク,ストール
パープル,ちゃぶ台
ゴールド,味噌ラーメン
オレンジ,家族の写真
シルバー,デニムパンツ
グリーン,名刺
ブラック,ハイヒール
オレンジ,スニーカー
パープル,柑橘系の香水
ブルー,ハンドタオル
ホワイト,DVDプレーヤー
シルバー,ベッドカバー
グレー,湯のみ
レッド,厚手の靴下
ピンク,ブランド物の財布
イエロー,イラスト集
ゴールド,串カツ
ホワイト,封筒
パープル,メモパッド
ブルー,漆器
シルバー,ノート
オレンジ,明るい色のキャミソール
イエロー,ピンキーリング
ゴールド,インスタントコーヒー
グリーン,焼き魚
グレー,青汁
レッド,バスオイル
ブラック,電卓
ピンク,味噌汁
パープル,ハーブティー
ブルー,大きな鏡
ブラック,ざるそば
ゴールド,ノートパソコン
シルバー,水筒
グレー,カフェラテ
オレンジ,エコバッグ
ホワイト,アイドルの写真
ピンク,キムチ鍋
イエロー,週刊誌
グリーン,冷凍食品
レッド,生クリーム
ブルー,甘酒
ホワイト,図書館で借りた本
グレー,折り畳み傘
グリーン,カスタードプリン
イエロー,コンビニの新商品
レッド,花束
ブラック,ゴム手袋
ゴールド,懐中電灯
パープル,旅行のパンフレット
オレンジ,楽譜
ピンク,スポーツウェア
シルバー,フレアスカート
ピンク,手作り弁当
オレンジ,食器洗剤
グリーン,空気清浄機
シルバー,パイナップル
パープル,スケジュール帳
ホワイト,お香
イエロー,詩集
レッド,リモコン
ブラック,テディベア
ブルー,野菜の煮物
ゴールド,手作りのクッキー
グレー,天然石のアクセサリー
グリーン,映画の原作本
ブラック,花柄の小物
ピンク,地球儀
イエロー,写真付きカレンダー
オレンジ,キャラクター人形
ブルー,昔の日記
ホワイト,ポータブルラジオ
パープル,家の鍵
シルバー,日本地図
グレー,タブレット
レッド,明太子
ゴールド,ペット用品
グレー,ブランケット
ゴールド,クッション
オレンジ,ファッション誌
ピンク,ミネラルウォーター
シルバー,児童書
パープル,語学のテキスト
レッド,デジタルカメラ
グリーン,リゾット
ブルー,アイスコーヒー
ホワイト,ワンピース
イエロー,柑橘系の果物
ブラック,はがき
ブラック,自転車の鍵
シルバー,日記帳
ホワイト,科学系の雑誌
パープル,マグカップ
ゴールド,新製品の家電
オレンジ,ドーナッツ
ブルー,ティースプーン
ピンク,流行のコスメグッズ
イエロー,ボストンバッグ
レッド,花の香りのする石鹸
グレー,ウェットティッシュ
グリーン,カチューシャ
レッド,サングラス
ブルー,マウスパッド
イエロー,銀のブレスレット
グリーン,ルームウェア
ホワイト,豚汁
ゴールド,アイスキャンディー
グレー,食器用スポンジ
シルバー,ハムサンド
ピンク,参考書
ブラック,食洗機
オレンジ,マスク
パープル,海鮮丼
オレンジ,大型テレビ
グリーン,チャイ
パープル,キャラクターのメモ帳
グレー,のど飴
ブラック,キャンドル
シルバー,少女漫画
ピンク,カップケーキ
イエロー,ルームシューズ
ゴールド,クラッチバッグ
ブルー,フライパン
レッド,ブラウス
ホワイト,DVD
ブルー,テニスラケット
ゴールド,トマト
グレー,プリンタ
レッド,一眼レフカメラ
イエロー,マナーのテキスト本
グリーン,絵の具
オレンジ,遊園地の前売り券
パープル,アイドルのカレンダー
シルバー,ぬいぐるみ
ピンク,海外の貨幣
ホワイト,ドレッサー
ブラック,フリーペーパー
ホワイト,ピーナッツ
グレー,湯豆腐
ゴールド,ダンベル
イエロー,海外の文房具
ピンク,ヨーグルト
レッド,エビフライ
ブルー,間接照明
ブラック,スペアリブ
グリーン,ゴミ箱
パープル,推理小説
シルバー,日めくりカレンダー
オレンジ,納豆
レッド,サッカーボール
ブルー,観光雑誌
パープル,バラの花
グリーン,マグカップ
イエロー,角砂糖
グレー,アルバム
ブラック,シンプルなキーホルダー
シルバー,小さな鉢植え
ピンク,緑茶
ホワイト,クリームチーズ
オレンジ,本棚
ゴールド,自転車
イエロー,ハンドタオル
オレンジ,納豆巻き
グリーン,ネームプレート
ブラック,名刺入れ
シルバー,卒業アルバム
ホワイト,ガーデニンググッズ
ピンク,バスタオル
ブルー,ドアストッパー
グレー,だてメガネ
ゴールド,メイクポーチ
パープル,金のアクセサリー
レッド,折り畳み自転車
オレンジ,シンプルなパンプス
イエロー,人から薦められた本
シルバー,消しゴム
パープル,天然石のリング
ゴールド,メイプルシロップ
ブラック,スポーツ雑誌
グレー,ジュエリーボックス
ホワイト,革のブックカバー
ブルー,ブランド物の財布
ピンク,便箋
レッド,紙コップ
グリーン,クロスのペンダント
ブルー,ネイルシール
ブラック,目薬
ゴールド,プレゼントされたアクセサリー
シルバー,推理小説
ピンク,CDプレーヤー
パープル,つばの広い帽子
グリーン,ミントガム
イエロー,虫めがね
オレンジ,モンブランケーキ
レッド,電卓
グレー,お気に入りのハンカチ
ホワイト,グルメガイドブック
ブラック,芸能人のエッセー本
グリーン,数字パズル
オレンジ,納豆
ゴールド,画用紙
レッド,古典文学
ブルー,切符
ホワイト,コールスロー
グレー,スムージー
シルバー,手巻き寿司
イエロー,ブルーベリー
ピンク,ポテトフライ
パープル,肉団子
グレー,赤のボールペン
ピンク,和服
ブラック,煮込みうどん
